Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Pininfarina,Battista,2016,Nickel-Metal Hydride,56.5,115,Mobile Charging,11.8,105181.3,Titanium,Netherlands,3,0.0,4.0,10305,5,0,Premium ($80K–$110K),2.035,914.62,Low,1083893296.5,Early (2015-2018)
Chevrolet,Volt (PHEV),2021,Solid-State,84.6,221,Overhead Pantograph Charging,5.7,144087.21,Electric Blue,South Africa,0,0.0,4.0,6622,3,0,Luxury (>$110K),2.612,651.98,Medium,954145504.62,Mid (2019-2021)
Geely,Emgrand EV,2015,Magnesium-Ion,82.7,356,Chademo,2.7,140836.41,Volcanic Yellow,South Africa,2,0.0,5.0,4348,3,0,Luxury (>$110K),4.305,395.61,High,612356710.6800001,Early (2015-2018)
Renault,Megane E-Tech,2022,Nickel-Cobalt-Aluminum,112.8,367,Ccs,0.5,141880.48,Sky Blue,Ireland,2,0.0,4.0,17058,5,0,Luxury (>$110K),3.254,386.6,Medium,2420197227.84,Recent (2022-2025)
Peugeot,e-3008,2015,Zinc-Air,118.6,427,Inductive (Wireless) Charging,4.2,53105.48,Bronze,Saudi Arabia,3,0.0,3.0,8966,3,1,Mid ($50K–$80K),3.6,124.37,Medium,476143733.68,Early (2015-2018)
Tesla,Cybertruck,2023,Lead-Acid,33.3,377,Overhead Pantograph Charging,6.8,62526.25,Cosmic Purple,Czech Republic,1,0.0,4.0,17713,4,0,Mid ($50K–$80K),11.321,165.85,Top,1107527466.25,Recent (2022-2025)
Bmw,iX,2015,Nickel-Manganese-Cobalt,137.4,125,Ccs,4.9,40334.35,Cream,Norway,4,0.0,4.0,11653,4,0,Budget (<$50K),0.91,322.67,Low,470016180.55,Early (2015-2018)
Pininfarina,Battista,2025,Magnesium-Ion,89.4,598,Vehicle-To-Home (V2H),7.0,41149.94,Cobalt Blue,Australia,3,0.0,4.0,15418,3,1,Budget (<$50K),6.689,68.81,High,634449774.9200001,Recent (2022-2025)
Volvo,C40 Recharge,2024,Lithium-Sulfur,138.7,300,Nacs,8.5,109821.67,Burgundy,Hungary,0,0.0,4.0,15113,3,0,Premium ($80K–$110K),2.163,366.07,Low,1659734898.71,Recent (2022-2025)
Mazda,Mazda EV (upcoming models),2024,Zinc-Air,36.6,152,Plug-In Hydrogen Refueling,9.9,125610.93,Purple,United Arab Emirates,2,0.0,4.0,7817,5,0,Luxury (>$110K),4.153,826.39,High,981900639.81,Recent (2022-2025)
Polestar,Polestar 3,2022,Nickel-Cobalt-Aluminum,28.6,206,Vehicle-To-Grid (V2G),9.5,82242.44,Burgundy,Mexico,1,0.0,5.0,18815,4,0,Premium ($80K–$110K),7.203,399.24,Top,1547391508.6000001,Recent (2022-2025)
Jaguar,I-PACE,2020,Lead-Acid,32.7,327,Nacs,4.0,78695.24,Gun Metal,France,4,0.0,4.0,2014,3,0,Mid ($50K–$80K),10.0,240.66,Top,158492213.36,Mid (2019-2021)
Rivian,R1T,2024,Aluminum-Ion,118.1,514,Level 1 Charging,9.2,109305.77,Candy Apple Red,Saudi Arabia,4,0.0,5.0,10374,4,1,Premium ($80K–$110K),4.352,212.66,High,1133938057.98,Recent (2022-2025)
Ferrari,Ferrari EV (2025+),2019,Aluminum-Ion,142.6,322,Overhead Pantograph Charging,11.9,99927.24,Sapphire Blue,Turkey,1,0.0,4.0,17985,3,0,Premium ($80K–$110K),2.258,310.33,Low,1797191411.4,Mid (2019-2021)
Tesla,Roadster (upcoming),2023,Calcium-Ion,147.2,156,Solar Charging,10.5,58228.94,Ice Silver,Israel,2,0.0,4.0,17862,3,0,Mid ($50K–$80K),1.06,373.26,Low,1040085326.2800001,Recent (2022-2025)
Mini,Mini Electric,2022,Nickel-Metal Hydride,44.5,296,Overhead Pantograph Charging,10.2,48512.07,Lime Green,Italy,3,0.0,4.0,15948,5,0,Budget (<$50K),6.652,163.89,High,773670492.36,Recent (2022-2025)
Zeekr,Zeekr X,2016,Nickel-Metal Hydride,103.5,312,Vehicle-To-Home (V2H),10.8,113446.86,Brown,Finland,4,0.0,4.0,11642,3,0,Luxury (>$110K),3.014,363.61,Medium,1320748344.1200001,Early (2015-2018)
Porsche,Cayenne Electric (upcoming),2024,Lithium-Ion,95.1,533,Ultra-Fast Charging (350 Kw+),8.7,62310.05,Matte White,Singapore,0,0.0,3.0,19014,4,1,Mid ($50K–$80K),5.605,116.9,High,1184763290.7,Recent (2022-2025)
Seat,Avenger,2017,Lithium-Titanate,115.1,539,Battery Swapping,5.8,39388.15,Sapphire Blue,Uk,5,0.0,3.0,17668,5,1,Budget (<$50K),4.683,73.08,High,695909834.2,Early (2015-2018)
Subaru,Solterra,2020,Lead-Acid,121.2,340,Vehicle-To-Home (V2H),6.4,86307.89,Volcanic Yellow,Mexico,2,0.0,4.0,19583,5,0,Premium ($80K–$110K),2.805,253.85,Medium,1690167409.87,Mid (2019-2021)
Subaru,Solterra,2015,Flow Batteries,81.5,186,Level 2 Charging,8.0,65010.39,Racing Red,Finland,3,0.0,3.0,9104,4,0,Mid ($50K–$80K),2.282,349.52,Low,591854590.56,Early (2015-2018)
Volkswagen,ID.7,2019,Lithium-Sulfur,131.5,107,Ccs,7.4,139215.78,Racing Red,Sweden,2,0.0,5.0,7739,4,0,Luxury (>$110K),0.814,1301.08,Low,1077390921.42,Mid (2019-2021)
Porsche,Taycan,2020,Solid-State,145.8,404,Chademo,10.1,120331.36,Tan,India,3,0.0,5.0,11307,3,1,Luxury (>$110K),2.771,297.85,Medium,1360586687.52,Mid (2019-2021)
Genesis,GV80 Electric,2016,Lithium-Ion,41.8,304,Vehicle-To-Load (V2L),4.0,119538.07,Stealth Gray,Saudi Arabia,5,0.0,3.0,17381,4,0,Luxury (>$110K),7.273,393.22,Top,2077691194.67,Early (2015-2018)
Tesla,Model X,2022,Nickel-Cobalt-Aluminum,108.2,592,Level 2 Charging,1.6,93755.2,Teal,Vietnam,5,0.0,4.0,3220,4,1,Premium ($80K–$110K),5.471,158.37,High,301891744.0,Recent (2022-2025)
Genesis,G80 Electric,2022,Magnesium-Ion,107.8,223,Inductive (Wireless) Charging,6.5,111326.18,Midnight Black,Hungary,5,0.0,4.0,13475,3,0,Luxury (>$110K),2.069,499.22,Low,1500120275.5,Recent (2022-2025)
Lotus,Eletre,2025,Nickel-Manganese-Cobalt,65.7,471,Solar Charging,3.4,34085.01,Sapphire Blue,Uk,3,0.0,3.0,19640,5,1,Budget (<$50K),7.169,72.37,Top,669429596.4000001,Recent (2022-2025)
Jaguar,I-PACE,2016,Calcium-Ion,98.6,292,Nacs,10.8,113478.44,Gold,Czech Republic,0,0.0,4.0,13991,5,0,Luxury (>$110K),2.961,388.62,Medium,1587676854.04,Early (2015-2018)
Mini,Mini Cooper SE,2019,Nickel-Metal Hydride,121.5,241,Level 2 Charging,4.9,69918.57,Blue,Spain,2,0.0,4.0,6575,5,0,Mid ($50K–$80K),1.984,290.12,Low,459714597.75000006,Mid (2019-2021)
Xpeng,G6,2025,Nickel-Manganese-Cobalt,34.1,376,Vehicle-To-Grid (V2G),3.0,107200.58,Candy Apple Red,Spain,3,0.0,4.0,14610,3,0,Premium ($80K–$110K),11.026,285.11,Top,1566200473.8,Recent (2022-2025)
Mahindra,XUV400,2025,Flow Batteries,20.1,119,Plug-In Hydrogen Refueling,3.6,114006.62,Cream,Singapore,3,0.0,4.0,14288,4,0,Luxury (>$110K),5.92,958.04,High,1628926586.56,Recent (2022-2025)
Renault,Megane E-Tech,2023,Lithium-Iron Phosphate,20.4,588,Vehicle-To-Load (V2L),1.9,94236.49,Teal,Mexico,3,0.0,5.0,2970,4,1,Premium ($80K–$110K),28.824,160.27,Top,279882375.3,Recent (2022-2025)
Maserati,GranTurismo Folgore,2016,Calcium-Ion,79.8,492,Solar Charging,7.9,51194.2,Silver,India,2,0.0,5.0,11772,4,1,Mid ($50K–$80K),6.165,104.05,High,602658122.4,Early (2015-2018)
Hyundai,Ioniq 7 (upcoming),2018,Nickel-Metal Hydride,24.6,112,Ultra-Fast Charging (350 Kw+),6.1,37559.12,Matte White,Poland,3,0.0,4.0,11117,3,0,Budget (<$50K),4.553,335.35,High,417544737.04,Early (2015-2018)
Pininfarina,Battista,2021,Solid-State,47.5,434,Vehicle-To-Home (V2H),11.3,134424.0,Matte White,Sweden,1,0.0,4.0,4639,4,1,Luxury (>$110K),9.137,309.73,Top,623592936.0,Mid (2019-2021)
Genesis,GV60,2022,Aluminum-Ion,139.3,123,Ultra-Fast Charging (350 Kw+),8.6,45664.53,Midnight Black,South Korea,0,0.0,5.0,2095,3,0,Budget (<$50K),0.883,371.26,Low,95667190.35,Recent (2022-2025)
Jaguar,I-PACE,2024,Magnesium-Ion,100.0,132,Inductive (Wireless) Charging,5.4,127382.52,Racing Red,Thailand,5,0.0,3.0,1493,5,0,Luxury (>$110K),1.32,965.02,Low,190182102.36,Recent (2022-2025)
Porsche,Panamera EV,2016,Solid-State,55.6,487,Vehicle-To-Grid (V2G),2.4,74391.28,Pearl White,Malaysia,4,0.0,4.0,12325,3,1,Mid ($50K–$80K),8.759,152.75,Top,916872526.0,Early (2015-2018)
Nissan,Ariya,2016,Lithium-Ion,20.9,574,Dc Fast Charging (Dcfc),8.6,101247.66,Copper,Indonesia,3,0.0,5.0,8878,5,1,Premium ($80K–$110K),27.464,176.39,Top,898876725.48,Early (2015-2018)
Geely,Geometry C,2018,Nickel-Metal Hydride,99.4,119,Nacs,8.7,103445.98,Green,Poland,0,0.0,5.0,3135,5,0,Premium ($80K–$110K),1.197,869.29,Low,324303147.3,Early (2015-2018)
Byd,Atto 3,2023,Lithium-Iron Phosphate,80.3,420,Inductive (Wireless) Charging,3.7,53246.28,Burgundy,Sweden,3,0.0,3.0,1770,5,1,Mid ($50K–$80K),5.23,126.78,High,94245915.6,Recent (2022-2025)
Byd,Seal,2018,Nickel-Cobalt-Aluminum,52.7,415,Vehicle-To-Home (V2H),1.0,118850.03,Matte White,Norway,0,0.0,3.0,14575,5,1,Luxury (>$110K),7.875,286.39,Top,1732239187.25,Early (2015-2018)
Jeep,Wagoneer S,2021,Lithium-Iron Phosphate,117.1,559,Mobile Charging,3.1,43215.94,Crimson Red,France,3,0.0,3.0,2409,4,1,Budget (<$50K),4.774,77.31,High,104107199.46000001,Mid (2019-2021)
Jeep,Recon (upcoming),2015,Aluminum-Ion,76.7,210,Vehicle-To-Home (V2H),2.5,74818.21,Sunset Orange,Denmark,2,0.0,5.0,18634,3,0,Mid ($50K–$80K),2.738,356.28,Medium,1394162525.14,Early (2015-2018)
Toyota,bZ4X,2016,Calcium-Ion,80.5,314,Nacs,9.2,56382.43,Copper,Ireland,5,0.0,5.0,18112,3,0,Mid ($50K–$80K),3.901,179.56,Medium,1021198572.16,Early (2015-2018)
Hyundai,Ioniq 7 (upcoming),2023,Nickel-Manganese-Cobalt,132.1,210,Vehicle-To-Load (V2L),10.1,63500.51,Volcanic Yellow,Vietnam,1,0.0,3.0,19391,3,0,Mid ($50K–$80K),1.59,302.38,Low,1231338389.41,Recent (2022-2025)
Ferrari,SF90 Stradale (PHEV),2021,Lithium-Ion,25.2,340,Level 2 Charging,5.4,77318.42,Cobalt Blue,France,1,0.0,5.0,13324,3,0,Mid ($50K–$80K),13.492,227.41,Top,1030190628.0799999,Mid (2019-2021)
Volkswagen,ID.5,2019,Lithium-Iron Phosphate,104.2,146,Level 1 Charging,6.0,66580.39,Cosmic Purple,Australia,5,0.0,4.0,4542,5,0,Mid ($50K–$80K),1.401,456.03,Low,302408131.38,Mid (2019-2021)
Xpeng,G6,2020,Flow Batteries,80.4,424,Level 1 Charging,10.4,38483.83,Ice Silver,Mexico,2,0.0,5.0,17774,5,1,Budget (<$50K),5.274,90.76,High,684011594.4200001,Mid (2019-2021)
Vinfast,VF 7,2025,Solid-State,100.7,271,Level 2 Charging,6.4,139200.49,Turquoise,South Korea,3,0.0,4.0,12007,3,0,Luxury (>$110K),2.691,513.65,Medium,1671380283.4299998,Recent (2022-2025)
Genesis,GV60,2023,Lithium-Titanate,120.6,170,Mobile Charging,3.2,43626.92,Aurora Blue,Israel,5,0.0,3.0,10500,4,0,Budget (<$50K),1.41,256.63,Low,458082660.0,Recent (2022-2025)
Toyota,Lexus UX 300e,2025,Nickel-Cobalt-Aluminum,56.0,132,Overhead Pantograph Charging,4.5,88347.23,Matte Black,Canada,4,0.0,4.0,14810,5,0,Premium ($80K–$110K),2.357,669.3,Low,1308422476.3,Recent (2022-2025)
Byd,Seagull,2016,Lithium-Iron Phosphate,135.9,334,Dc Fast Charging (Dcfc),1.4,137753.5,Copper,China,3,0.0,4.0,4931,3,0,Luxury (>$110K),2.458,412.44,Low,679262508.5,Early (2015-2018)
Lotus,Evija,2015,Lithium-Sulfur,74.1,449,Chademo,5.9,80415.6,Racing Red,Germany,0,0.0,5.0,11006,4,1,Premium ($80K–$110K),6.059,179.1,High,885054093.6,Early (2015-2018)
Jeep,Wagoneer S,2025,Flow Batteries,122.3,348,Vehicle-To-Home (V2H),5.8,98070.2,Burgundy,Poland,2,0.0,4.0,1550,3,0,Premium ($80K–$110K),2.845,281.81,Medium,152008810.0,Recent (2022-2025)
Fisker,Pear (upcoming),2022,Nickel-Metal Hydride,100.4,182,Solar Charging,2.6,51043.12,Cosmic Purple,Sweden,0,0.0,3.0,14447,4,0,Mid ($50K–$80K),1.813,280.46,Low,737419954.64,Recent (2022-2025)
Byd,Tang EV,2018,Lead-Acid,111.9,440,Mobile Charging,11.7,47753.31,Candy Apple Red,Saudi Arabia,4,0.0,4.0,16364,3,1,Budget (<$50K),3.932,108.53,Medium,781435164.8399999,Early (2015-2018)
Changan,Deepal S07,2017,Lithium-Ion,146.1,379,Mobile Charging,7.9,65466.82,Copper,Singapore,4,0.0,4.0,3680,5,0,Mid ($50K–$80K),2.594,172.74,Low,240917897.6,Early (2015-2018)
Great Wall Motors,ORA Good Cat,2017,Flow Batteries,91.6,257,Level 1 Charging,5.1,130905.23,Candy Apple Red,Brazil,3,0.0,5.0,17250,3,0,Luxury (>$110K),2.806,509.36,Medium,2258115217.5,Early (2015-2018)
Vinfast,VF 8,2018,Lithium-Ion,30.9,534,Vehicle-To-Home (V2H),8.3,144914.84,Graphite Gray,Thailand,2,0.0,3.0,11831,4,1,Luxury (>$110K),17.282,271.38,Top,1714487472.04,Early (2015-2018)
Ford,Explorer EV (Europe),2020,Nickel-Cobalt-Aluminum,68.5,245,Overhead Pantograph Charging,4.5,147302.84,Matte Gray,Uk,3,0.0,4.0,9457,3,0,Luxury (>$110K),3.577,601.24,Medium,1393042957.8799999,Mid (2019-2021)
Faraday Future,FF 91,2021,Nickel-Metal Hydride,128.6,406,Dc Fast Charging (Dcfc),2.2,66387.74,Matte Black,Mexico,3,0.0,3.0,216,4,1,Mid ($50K–$80K),3.157,163.52,Medium,14339751.840000002,Mid (2019-2021)
Acura,ZDX (with GM Ultium),2021,Nickel-Metal Hydride,92.3,463,Chademo,2.8,129874.05,Copper,United Arab Emirates,2,0.0,5.0,15186,3,1,Luxury (>$110K),5.016,280.51,High,1972267323.3,Mid (2019-2021)
Nissan,Leaf,2017,Lithium-Sulfur,59.0,427,Vehicle-To-Load (V2L),1.9,109909.62,Copper,Indonesia,5,0.0,4.0,9083,4,1,Premium ($80K–$110K),7.237,257.4,Top,998309078.4599999,Early (2015-2018)
Audi,A6 e-tron (upcoming),2020,Zinc-Air,82.5,323,Battery Swapping,7.7,87124.89,Ice Silver,Canada,5,0.0,3.0,19059,3,0,Premium ($80K–$110K),3.915,269.74,Medium,1660513278.51,Mid (2019-2021)
Ford,E-Transit,2022,Aluminum-Ion,110.1,282,Nacs,1.1,73339.61,Emerald Green,Brazil,3,0.0,3.0,16838,3,0,Mid ($50K–$80K),2.561,260.07,Low,1234892353.18,Recent (2022-2025)
Opel,Grandland Electric,2017,Magnesium-Ion,32.3,485,Nacs,6.8,134693.18,Platinum,Poland,5,0.0,4.0,19006,4,1,Luxury (>$110K),15.015,277.72,Top,2559978579.08,Early (2015-2018)
Canoo,Lifestyle Vehicle,2015,Nickel-Metal Hydride,87.4,290,Vehicle-To-Load (V2L),5.2,140508.89,Pearl White,France,4,0.0,5.0,17224,5,0,Luxury (>$110K),3.318,484.51,Medium,2420125121.36,Early (2015-2018)
Dacia,Jogger Hybrid,2021,Nickel-Manganese-Cobalt,139.1,159,Chademo,11.1,87542.19,Magenta,Argentina,3,0.0,5.0,11208,3,0,Premium ($80K–$110K),1.143,550.58,Low,981172865.52,Mid (2019-2021)
Dacia,Bigster EV (upcoming),2015,Lithium-Titanate,125.9,213,Chademo,10.4,47083.12,Crimson Red,Poland,3,0.0,4.0,3660,3,0,Budget (<$50K),1.692,221.05,Low,172324219.20000002,Early (2015-2018)
Nissan,Ariya,2021,Lithium-Ion,45.5,116,Level 2 Charging,5.9,139023.52,Silver,China,0,0.0,5.0,6730,5,0,Luxury (>$110K),2.549,1198.48,Low,935628289.5999999,Mid (2019-2021)
Lucid Motors,Lucid Air,2025,Sodium-Ion,23.8,174,Battery Swapping,11.4,71740.39,Pearl White,Turkey,4,0.0,3.0,18944,3,0,Mid ($50K–$80K),7.311,412.3,Top,1359049948.16,Recent (2022-2025)
Lotus,Eletre,2018,Lithium-Sulfur,42.3,486,Level 1 Charging,11.7,41842.29,Electric Blue,Turkey,3,0.0,4.0,3516,3,1,Budget (<$50K),11.489,86.1,Top,147117491.64000002,Early (2015-2018)
Fisker,Pear (upcoming),2021,Lithium-Iron Phosphate,86.9,308,Ccs,9.3,67713.63,Sunset Orange,Canada,3,0.0,5.0,1330,3,0,Mid ($50K–$80K),3.544,219.85,Medium,90059127.9,Mid (2019-2021)
Rimac,Nevera,2016,Nickel-Cobalt-Aluminum,56.9,407,Solar Charging,8.4,130930.82,Crimson Red,United Arab Emirates,3,0.0,4.0,15586,5,1,Luxury (>$110K),7.153,321.7,Top,2040687760.5200002,Early (2015-2018)
Byd,Tang EV,2015,Flow Batteries,83.9,153,Plug-In Hydrogen Refueling,5.5,109025.79,Green,Canada,3,0.0,3.0,5528,3,0,Premium ($80K–$110K),1.824,712.59,Low,602694567.12,Early (2015-2018)
Byd,Tang EV,2020,Lithium-Iron Phosphate,97.3,306,Ccs,3.2,80964.5,Champagne,Portugal,4,0.0,5.0,13114,4,0,Premium ($80K–$110K),3.145,264.59,Medium,1061768453.0,Mid (2019-2021)
Great Wall Motors,ORA Ballet Cat,2024,Nickel-Cobalt-Aluminum,148.4,361,Battery Swapping,2.2,84556.17,Orange,Spain,1,0.0,3.0,1731,3,0,Premium ($80K–$110K),2.433,234.23,Low,146366730.27,Recent (2022-2025)
Mahindra,XUV400,2017,Nickel-Cobalt-Aluminum,98.6,267,Chademo,4.0,104787.91,Stealth Gray,China,4,0.0,3.0,9619,5,0,Premium ($80K–$110K),2.708,392.46,Medium,1007954906.2900001,Early (2015-2018)
Mahindra,Born Electric (upcoming range),2023,Lithium-Sulfur,90.5,514,Level 1 Charging,11.5,33791.82,Brown,Canada,2,0.0,3.0,1076,3,1,Budget (<$50K),5.68,65.74,High,36359998.32,Recent (2022-2025)
Lamborghini,Lanzador (upcoming EV),2017,Nickel-Manganese-Cobalt,76.0,259,Plug-In Hydrogen Refueling,6.1,43125.84,Sky Blue,Russia,5,0.0,5.0,5121,5,0,Budget (<$50K),3.408,166.51,Medium,220847426.64,Early (2015-2018)
Bmw,i7,2019,Nickel-Manganese-Cobalt,96.8,293,Overhead Pantograph Charging,9.3,64132.5,Blue,Germany,1,0.0,5.0,19135,3,0,Mid ($50K–$80K),3.027,218.88,Medium,1227175387.5,Mid (2019-2021)
Citroen,Ami,2020,Nickel-Cobalt-Aluminum,32.7,276,Overhead Pantograph Charging,5.2,36773.91,Forest Green,Belgium,2,0.0,3.0,9991,3,0,Budget (<$50K),8.44,133.24,Top,367408134.81000006,Mid (2019-2021)
Pininfarina,Battista,2015,Lead-Acid,62.4,335,Vehicle-To-Grid (V2G),7.0,138169.18,Bronze,Germany,4,0.0,5.0,12789,4,0,Luxury (>$110K),5.369,412.45,High,1767045643.02,Early (2015-2018)
Ferrari,SF90 Stradale (PHEV),2022,Solid-State,109.8,205,Mobile Charging,6.2,127374.86,Lime Green,Mexico,2,0.0,4.0,2468,5,0,Luxury (>$110K),1.867,621.34,Low,314361154.48,Recent (2022-2025)
Rivian,R1S,2019,Lithium-Ion,58.7,393,Plug-In Hydrogen Refueling,9.8,104948.67,Green,Israel,3,0.0,4.0,17401,4,0,Premium ($80K–$110K),6.695,267.04,High,1826211806.67,Mid (2019-2021)
Zeekr,Zeekr X,2020,Magnesium-Ion,30.0,521,Solar Charging,6.3,65989.08,Lime Green,Saudi Arabia,3,0.0,4.0,17942,3,1,Mid ($50K–$80K),17.367,126.66,Top,1183976073.3600001,Mid (2019-2021)
Nissan,Leaf,2024,Nickel-Manganese-Cobalt,47.7,592,Vehicle-To-Home (V2H),3.6,106551.16,Cobalt Blue,Finland,3,0.0,3.0,17113,3,1,Premium ($80K–$110K),12.411,179.99,Top,1823410001.0800002,Recent (2022-2025)
Byd,Dolphin,2017,Lithium-Iron Phosphate,39.6,450,Solar Charging,10.2,79231.23,Titanium,China,3,0.0,3.0,8403,5,1,Mid ($50K–$80K),11.364,176.07,Top,665780025.6899999,Early (2015-2018)
Cadillac,Lyriq,2021,Lithium-Iron Phosphate,34.8,198,Level 1 Charging,3.3,129267.46,Sunset Orange,Russia,3,0.0,3.0,5221,4,0,Luxury (>$110K),5.69,652.87,High,674905408.6600001,Mid (2019-2021)
Volkswagen,ID.3,2019,Magnesium-Ion,124.5,437,Nacs,7.9,35067.88,Volcanic Yellow,Russia,0,0.0,4.0,19713,4,1,Budget (<$50K),3.51,80.25,Medium,691293118.4399999,Mid (2019-2021)
Audi,Q8 e-tron,2020,Flow Batteries,105.5,146,Plug-In Hydrogen Refueling,11.3,116908.13,Gray,Belgium,3,0.0,5.0,19019,5,0,Luxury (>$110K),1.384,800.74,Low,2223475724.4700003,Mid (2019-2021)
Honda,Honda Prologue,2016,Lithium-Iron Phosphate,98.0,495,Mobile Charging,4.3,100119.15,Beige,Belgium,1,0.0,4.0,14400,4,1,Premium ($80K–$110K),5.051,202.26,High,1441715760.0,Early (2015-2018)
Honda,Honda e (discontinued),2015,Nickel-Manganese-Cobalt,89.4,458,Ccs,4.1,80853.76,Sky Blue,Belgium,1,0.0,4.0,690,5,1,Premium ($80K–$110K),5.123,176.54,High,55789094.4,Early (2015-2018)
Cadillac,Lyriq,2025,Magnesium-Ion,142.3,453,Ultra-Fast Charging (350 Kw+),3.4,76162.83,Emerald Green,Argentina,5,0.0,4.0,12729,3,1,Mid ($50K–$80K),3.183,168.13,Medium,969476663.07,Recent (2022-2025)
Xpeng,G9,2019,Solid-State,141.7,487,Ultra-Fast Charging (350 Kw+),3.9,133130.01,Pearl White,Malaysia,5,0.0,4.0,2624,4,1,Luxury (>$110K),3.437,273.37,Medium,349333146.24,Mid (2019-2021)
Great Wall Motors,ORA Ballet Cat,2021,Aluminum-Ion,129.4,467,Vehicle-To-Grid (V2G),10.6,128428.96,Platinum,Netherlands,4,0.0,5.0,17947,5,1,Luxury (>$110K),3.609,275.01,Medium,2304914545.12,Mid (2019-2021)
Rimac,Nevera,2015,Magnesium-Ion,26.8,428,Nacs,7.7,124922.32,Gray,Usa,5,0.0,3.0,5171,3,1,Luxury (>$110K),15.97,291.87,Top,645973316.72,Early (2015-2018)
Lotus,Evija,2025,Magnesium-Ion,36.9,404,Vehicle-To-Grid (V2G),9.6,68327.9,Aurora Blue,Italy,5,0.0,4.0,6509,3,1,Mid ($50K–$80K),10.949,169.13,Top,444746301.09999996,Recent (2022-2025)
Li Auto,L9,2017,Nickel-Cobalt-Aluminum,133.9,583,Ultra-Fast Charging (350 Kw+),0.7,32756.41,Matte Gray,Finland,0,0.0,5.0,5529,3,1,Budget (<$50K),4.354,56.19,High,181110190.89,Early (2015-2018)
Xpeng,X9,2021,Zinc-Air,53.8,145,Overhead Pantograph Charging,2.5,98069.15,White,South Africa,3,0.0,3.0,6656,3,0,Premium ($80K–$110K),2.695,676.34,Medium,652748262.4,Mid (2019-2021)
Canoo,Pickup,2019,Lithium-Titanate,84.2,166,Vehicle-To-Grid (V2G),10.3,102009.93,Platinum,Czech Republic,1,0.0,3.0,942,4,0,Premium ($80K–$110K),1.971,614.52,Low,96093354.05999999,Mid (2019-2021)
Honda,e:Ny1,2024,Nickel-Manganese-Cobalt,138.0,289,Vehicle-To-Home (V2H),1.5,86265.79,Purple,Thailand,5,0.0,5.0,8396,3,0,Premium ($80K–$110K),2.094,298.5,Low,724287572.8399999,Recent (2022-2025)
Kia,Soul EV,2015,Sodium-Ion,141.0,341,Overhead Pantograph Charging,12.0,142718.63,Cobalt Blue,Ireland,0,0.0,4.0,9912,4,0,Luxury (>$110K),2.418,418.53,Low,1414627060.56,Early (2015-2018)
Mini,Mini Cooper SE,2017,Aluminum-Ion,92.7,397,Nacs,3.5,90449.61,Pink,Australia,3,0.0,3.0,8532,3,0,Premium ($80K–$110K),4.283,227.83,High,771716072.52,Early (2015-2018)
Rimac,Nevera,2017,Nickel-Manganese-Cobalt,133.3,527,Battery Swapping,9.1,141148.45,Copper,Spain,2,0.0,3.0,10339,5,1,Luxury (>$110K),3.953,267.83,Medium,1459333824.5500002,Early (2015-2018)
Mahindra,XUV400,2023,Calcium-Ion,140.0,425,Vehicle-To-Home (V2H),1.1,47834.5,Crimson Red,Norway,3,0.0,4.0,3801,4,1,Budget (<$50K),3.036,112.55,Medium,181818934.5,Recent (2022-2025)
Chevrolet,Silverado EV,2020,Lithium-Titanate,92.9,334,Vehicle-To-Load (V2L),1.8,116371.68,Charcoal,Canada,1,0.0,3.0,16670,4,0,Luxury (>$110K),3.595,348.42,Medium,1939915905.6,Mid (2019-2021)
Ferrari,Ferrari EV (2025+),2024,Lithium-Iron Phosphate,95.9,597,Level 1 Charging,6.5,98494.54,Tan,China,3,0.0,3.0,9315,5,1,Premium ($80K–$110K),6.225,164.98,High,917476640.0999999,Recent (2022-2025)
Skoda,Enyaq,2021,Sodium-Ion,96.7,587,Ccs,10.1,48453.06,Green,Australia,5,0.0,4.0,19470,5,1,Budget (<$50K),6.07,82.54,High,943381078.1999999,Mid (2019-2021)
Tesla,Model X,2015,Flow Batteries,100.9,331,Mobile Charging,11.4,149978.53,Cobalt Blue,Singapore,3,0.0,4.0,10589,3,0,Luxury (>$110K),3.28,453.11,Medium,1588122654.17,Early (2015-2018)
Peugeot,e-208,2023,Zinc-Air,69.6,304,Battery Swapping,2.5,145805.92,Cream,Uk,3,0.0,4.0,9336,5,0,Luxury (>$110K),4.368,479.62,High,1361244069.1200001,Recent (2022-2025)
Citroen,Ami,2017,Solid-State,58.8,510,Vehicle-To-Grid (V2G),9.0,140603.98,Sky Blue,Ireland,3,0.0,5.0,6549,4,1,Luxury (>$110K),8.673,275.69,Top,920815465.0200001,Early (2015-2018)
Geely,Geometry C,2022,Lithium-Sulfur,93.2,316,Dc Fast Charging (Dcfc),9.2,127319.32,Sapphire Blue,Norway,3,0.0,4.0,7347,5,0,Luxury (>$110K),3.391,402.91,Medium,935415044.0400001,Recent (2022-2025)
Skoda,Elroq (upcoming),2017,Aluminum-Ion,84.4,422,Dc Fast Charging (Dcfc),3.8,82482.66,Cobalt Blue,New Zealand,1,0.0,3.0,17140,4,1,Premium ($80K–$110K),5.0,195.46,High,1413752792.4,Early (2015-2018)
